time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-25 00:00:00+00:00,9,6,1.0,1.0
2025-09-26 00:00:00+00:00,1,1,2.0,2.0
2025-09-27 00:00:00+00:00,3,3,,
2025-09-28 00:00:00+00:00,4,4,,
2025-09-29 00:00:00+00:00,5,5,1.0,1.0
2025-09-30 00:00:00+00:00,22,8,40.0,4.0
2025-10-01 00:00:00+00:00,5,4,6.0,3.0
2025-10-02 00:00:00+00:00,11,6,13.0,1.0
2025-10-03 00:00:00+00:00,10,7,4.0,2.0
2025-10-04 00:00:00+00:00,6,5,,
2025-10-05 00:00:00+00:00,1,1,,
2025-10-06 00:00:00+00:00,5,5,26.0,4.0
2025-10-07 00:00:00+00:00,7,7,25.0,6.0
2025-10-08 00:00:00+00:00,1,1,45.0,6.0
