time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-16 00:00:00+00:00,3,2,2,1
2025-03-17 00:00:00+00:00,3,3,30,3
2025-03-18 00:00:00+00:00,1,1,41,3
2025-03-19 00:00:00+00:00,6,4,50,4
2025-03-20 00:00:00+00:00,1,1,6,5
2025-03-21 00:00:00+00:00,4,2,16,4
2025-03-22 00:00:00+00:00,1,1,3,1
2025-03-23 00:00:00+00:00,1,1,1,1
2025-03-24 00:00:00+00:00,1,1,4,1
2025-03-25 00:00:00+00:00,4,2,10,1
2025-03-26 00:00:00+00:00,1,1,5,1
2025-03-27 00:00:00+00:00,4,2,1,1
2025-03-28 00:00:00+00:00,4,2,12,3
