time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-02 00:00:00+00:00,5,3,9.0,4.0
2024-12-03 00:00:00+00:00,2,2,18.0,4.0
2024-12-04 00:00:00+00:00,3,1,14.0,4.0
2024-12-05 00:00:00+00:00,2,1,22.0,2.0
2024-12-06 00:00:00+00:00,40,4,58.0,8.0
2024-12-07 00:00:00+00:00,2,1,,
2024-12-08 00:00:00+00:00,2,1,1.0,1.0
2024-12-09 00:00:00+00:00,26,4,30.0,6.0
2024-12-10 00:00:00+00:00,32,3,44.0,3.0
2024-12-11 00:00:00+00:00,32,3,13.0,4.0
2024-12-12 00:00:00+00:00,4,2,2.0,1.0
2024-12-13 00:00:00+00:00,1,1,7.0,2.0
