time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-26 00:00:00+00:00,4,3,1.0,1.0
2025-02-27 00:00:00+00:00,3,2,1.0,1.0
2025-02-28 00:00:00+00:00,1,1,6.0,1.0
2025-03-01 00:00:00+00:00,5,2,3.0,1.0
2025-03-02 00:00:00+00:00,4,2,,
2025-03-03 00:00:00+00:00,5,2,2.0,1.0
2025-03-04 00:00:00+00:00,4,2,4.0,2.0
2025-03-05 00:00:00+00:00,8,5,12.0,2.0
2025-03-06 00:00:00+00:00,3,3,1.0,1.0
2025-03-07 00:00:00+00:00,7,3,58.0,3.0
2025-03-08 00:00:00+00:00,1,1,1.0,1.0
2025-03-09 00:00:00+00:00,6,3,17.0,1.0
2025-03-10 00:00:00+00:00,2,2,17.0,6.0
2025-03-11 00:00:00+00:00,3,3,34.0,2.0
