time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-08 00:00:00+00:00,8,8,17,5
2026-09-09 00:00:00+00:00,13,13,2,1
2026-09-10 00:00:00+00:00,13,8,7,2
2026-09-11 00:00:00+00:00,8,7,30,4
2026-09-12 00:00:00+00:00,4,4,0,0
2026-09-13 00:00:00+00:00,20,12,0,0
2026-09-14 00:00:00+00:00,18,9,21,3
2026-09-15 00:00:00+00:00,19,13,6,5
2026-09-16 00:00:00+00:00,12,7,6,3
2026-09-17 00:00:00+00:00,14,9,18,4
2026-09-18 00:00:00+00:00,4,4,2,2
2026-09-19 00:00:00+00:00,18,8,0,0
2026-09-20 00:00:00+00:00,6,5,0,0
2026-09-21 00:00:00+00:00,3,3,3,3
