time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-20 00:00:00+00:00,28.0,1.0,37,2
2024-11-21 00:00:00+00:00,1.0,1.0,18,4
2024-11-22 00:00:00+00:00,53.0,4.0,53,4
2024-11-23 00:00:00+00:00,,,5,3
2024-11-24 00:00:00+00:00,,,1,1
2024-11-25 00:00:00+00:00,,,8,3
2024-11-26 00:00:00+00:00,13.0,3.0,4,3
2024-11-27 00:00:00+00:00,69.0,5.0,62,2
2024-11-28 00:00:00+00:00,82.0,7.0,23,3
2024-11-29 00:00:00+00:00,40.0,3.0,19,2
2024-11-30 00:00:00+00:00,1.0,1.0,47,3
2024-12-02 00:00:00+00:00,5.0,3.0,9,4
2024-12-03 00:00:00+00:00,1.0,1.0,18,4
