time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-19 00:00:00+00:00,41.0,11.0,6.0,1.0
2025-06-20 00:00:00+00:00,2.0,2.0,1.0,1.0
2025-06-21 00:00:00+00:00,3.0,3.0,,
2025-06-22 00:00:00+00:00,2.0,2.0,2.0,1.0
2025-06-23 00:00:00+00:00,13.0,8.0,35.0,4.0
2025-06-24 00:00:00+00:00,3.0,3.0,7.0,2.0
2025-06-25 00:00:00+00:00,2.0,2.0,3.0,2.0
2025-06-26 00:00:00+00:00,6.0,6.0,21.0,4.0
2025-06-27 00:00:00+00:00,1.0,1.0,12.0,3.0
2025-06-28 00:00:00+00:00,5.0,5.0,,
2025-06-29 00:00:00+00:00,4.0,4.0,,
2025-06-30 00:00:00+00:00,3.0,3.0,50.0,2.0
2025-07-01 00:00:00+00:00,6.0,6.0,51.0,5.0
2025-07-02 00:00:00+00:00,,,7.0,1.0
