time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-01 00:00:00+00:00,4,4,23.0,5.0
2025-05-02 00:00:00+00:00,9,6,28.0,6.0
2025-05-03 00:00:00+00:00,14,4,2.0,2.0
2025-05-04 00:00:00+00:00,1,1,3.0,2.0
2025-05-05 00:00:00+00:00,6,3,15.0,2.0
2025-05-06 00:00:00+00:00,1,1,9.0,3.0
2025-05-07 00:00:00+00:00,4,4,5.0,2.0
2025-05-08 00:00:00+00:00,5,2,3.0,2.0
2025-05-09 00:00:00+00:00,7,4,,
2025-05-10 00:00:00+00:00,5,4,,
2025-05-11 00:00:00+00:00,5,2,2.0,1.0
2025-05-12 00:00:00+00:00,2,2,9.0,4.0
2025-05-13 00:00:00+00:00,2,2,9.0,2.0
