time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-12 00:00:00+00:00,23,10,14,2
2026-06-13 00:00:00+00:00,24,7,5,3
2026-06-14 00:00:00+00:00,28,9,0,0
2026-06-15 00:00:00+00:00,23,9,78,6
2026-06-16 00:00:00+00:00,29,8,17,2
2026-06-17 00:00:00+00:00,15,5,28,1
2026-06-18 00:00:00+00:00,27,9,54,6
2026-06-19 00:00:00+00:00,50,11,18,2
2026-06-20 00:00:00+00:00,35,11,8,1
2026-06-21 00:00:00+00:00,36,10,1,1
2026-06-22 00:00:00+00:00,44,12,62,3
2026-06-23 00:00:00+00:00,42,9,8,2
2026-06-24 00:00:00+00:00,52,13,37,4
2026-06-25 00:00:00+00:00,28,8,21,2
