time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-24 00:00:00+00:00,76,27,31,4
2026-04-25 00:00:00+00:00,64,23,2,1
2026-04-26 00:00:00+00:00,29,10,0,0
2026-04-27 00:00:00+00:00,21,7,21,5
2026-04-28 00:00:00+00:00,19,4,3,1
2026-04-29 00:00:00+00:00,25,6,7,3
2026-04-30 00:00:00+00:00,27,8,4,1
2026-05-01 00:00:00+00:00,39,10,8,4
2026-05-02 00:00:00+00:00,20,6,0,0
2026-05-03 00:00:00+00:00,10,4,4,1
2026-05-04 00:00:00+00:00,31,9,5,2
2026-05-05 00:00:00+00:00,20,5,3,3
2026-05-06 00:00:00+00:00,14,5,4,1
2026-05-07 00:00:00+00:00,15,6,16,3
