time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-12 00:00:00+00:00,40,13,3,3
2026-05-13 00:00:00+00:00,19,8,0,0
2026-05-14 00:00:00+00:00,16,7,4,4
2026-05-15 00:00:00+00:00,23,7,11,3
2026-05-16 00:00:00+00:00,11,7,0,0
2026-05-17 00:00:00+00:00,15,6,0,0
2026-05-18 00:00:00+00:00,30,9,19,4
2026-05-19 00:00:00+00:00,14,5,4,2
2026-05-20 00:00:00+00:00,14,8,0,0
2026-05-21 00:00:00+00:00,18,10,1,1
2026-05-22 00:00:00+00:00,5,5,8,4
2026-05-23 00:00:00+00:00,19,10,0,0
2026-05-24 00:00:00+00:00,16,7,1,1
2026-05-25 00:00:00+00:00,30,10,0,0
